rho_raw,rho_harmonized,n_bounded_configurations,fraction_downstream_gain,fraction_downstream_damage,fraction_boundary,minimum_standardized_gain,p05_standardized_gain,median_standardized_gain,p95_standardized_gain,maximum_standardized_gain,bounded_regime
0.01,0.02,1260,1.0,0.0,0.0,0.0607073170731708,0.36088057630358605,0.975689655172414,1.5190311416836308,1.733390243902439,necessarily_helps
0.01,0.03,1260,1.0,0.0,0.0,0.07831707317073176,0.3781792249730895,0.9851783590963141,1.523917317964445,1.737341463414634,necessarily_helps
0.01,0.04,1260,1.0,0.0,0.0,0.09592682926829275,0.3941727664155007,0.9947989487516427,1.5288034942452595,1.7412926829268291,necessarily_helps
0.01,0.05,1260,1.0,0.0,0.0,0.11353658536585372,0.41016630785791186,1.0054110445178037,1.533689670526074,1.7452497027348395,necessarily_helps
0.01,0.06,1260,1.0,0.0,0.0,0.1311463414634147,0.4260555567224134,1.0163190282362744,1.5385758468068884,1.749294887039239,necessarily_helps
0.01,0.07,1260,1.0,0.0,0.0,0.1487560975609757,0.4419445430439235,1.0268560656593486,1.5438262306702724,1.7533400713436387,necessarily_helps
0.01,0.08,1260,1.0,0.0,0.0,0.16636585365853668,0.4579186226430718,1.0369268292682927,1.5494932841502798,1.7573852556480383,necessarily_helps
0.01,0.09,1260,1.0,0.0,0.0,0.18397560975609759,0.4739094391178617,1.0454868334689804,1.5551603376302872,1.7614304399524376,necessarily_helps
0.01,0.1,1260,1.0,0.0,0.0,0.20158536585365858,0.4897015127906334,1.0530624327233584,1.5603545774370553,1.7654756242568372,necessarily_helps
0.01,0.11,1260,1.0,0.0,0.0,0.21919512195121957,0.5040181758018344,1.0615758781502442,1.5652968862401218,1.7695208085612368,necessarily_helps
0.01,0.12,1260,1.0,0.0,0.0,0.2368048780487805,0.5183348388130353,1.0695519053876477,1.5702391950431882,1.7735659928656362,necessarily_helps
0.01,0.13,1260,1.0,0.0,0.0,0.25441463414634147,0.5334271548970209,1.0787442064047572,1.575125406285279,1.7776111771700358,necessarily_helps
0.01,0.14,1260,1.0,0.0,0.0,0.27202439024390246,0.5476674895820476,1.087356476583789,1.579979910210297,1.7816563614744354,necessarily_helps
0.01,0.15,1260,1.0,0.0,0.0,0.28963414634146345,0.5619004564055369,1.0958913106084158,1.5847602194859407,1.7857015457788348,necessarily_helps
0.01,0.16,1260,1.0,0.0,0.0,0.30724390243902444,0.5761334232290262,1.1037824018888904,1.5887326914227051,1.7897467300832344,necessarily_helps
0.01,0.17,1260,1.0,0.0,0.0,0.32485365853658543,0.5903663900525156,1.1123370229705305,1.593220143700563,1.793791914387634,necessarily_helps
