metric,veg_group,year,mean_frac_event,p90_frac_event,max_frac_event,mean_concurrent_exposed_population,max_concurrent_exposed_population,represented_population,n_cities,population_exposed_at_least_once,cities_exposed_at_least_once,share_represented_pop_exposed_at_least_once,period
true_failure_t2m_ge25,high_veg,2011,0.004526697315362528,0.012630819198845183,0.03392277156261277,9836141.255562827,84624089.40643,2013762264.75494,2771,291855884.95075,296,0.14493065544967232,other
true_failure_t2m_ge25,high_veg,2012,0.007335289410509469,0.02363767592926741,0.03572717430530494,18016485.74476261,82919701.69751,2013762264.75494,2771,408536087.30081,505,0.20287205418983545,other
true_failure_t2m_ge25,high_veg,2013,0.007170539594872358,0.02147239263803681,0.06387585709130278,20359425.95190087,142271603.64328,2013762264.75494,2771,454842248.20147,497,0.22586690403438509,other
true_failure_t2m_ge25,high_veg,2014,0.007923681609213437,0.021291952363767595,0.04474918801876579,29903678.417984564,96807400.34608,2013762264.75494,2771,572889672.29494,547,0.28448724177710044,other
true_failure_t2m_ge25,high_veg,2015,0.004887577863900962,0.011909058101768314,0.024178996752075063,21155472.068243913,133042209.55342999,2013762264.75494,2771,497286239.32214,345,0.24694386622775258,2015-2020
true_failure_t2m_ge25,high_veg,2016,0.0038441623648659247,0.007578491519307109,0.02742692168892097,13180796.834232608,67066935.137550004,2013762264.75494,2771,355122479.39292,305,0.17634776736475186,2015-2020
true_failure_t2m_ge25,high_veg,2017,0.00461299483783911,0.00938289426199928,0.0555756044749188,14337798.98706848,153258389.64164,2013762264.75494,2771,437787441.3538,387,0.2173977777893636,2015-2020
true_failure_t2m_ge25,high_veg,2018,0.005570112814397565,0.015337423312883437,0.04366654637315049,22046913.884422608,122665805.38609,2013762264.75494,2771,576317144.61195,467,0.28618926608106027,2015-2020
true_failure_t2m_ge25,high_veg,2019,0.007837384086736855,0.019487549621075427,0.04691447130999639,20284985.029517826,95665965.87427,2013762264.75494,2771,507796093.46155,563,0.25216288056889624,2015-2020
true_failure_t2m_ge25,high_veg,2020,0.004087364473663565,0.008841573439191628,0.015156983038614218,18237099.79923261,100307353.28404,2013762264.75494,2771,431885928.63975,326,0.2144671872140316,2015-2020
true_failure_t2m_ge25,high_veg,2021,0.004816970800056486,0.011909058101768314,0.028148682785997834,21751888.296622608,122852246.91170001,2013762264.75494,2771,462578177.08019,355,0.22970843439480298,2021-2025
true_failure_t2m_ge25,high_veg,2022,0.01014388150565641,0.02038975099242151,0.08625045110068567,30833217.961389784,209793048.8576,2013762264.75494,2771,620441811.69326,640,0.30810082329592325,2021-2025
true_failure_t2m_ge25,high_veg,2023,0.0086297522476582,0.022915914832190545,0.04366654637315049,30547436.753663477,168317853.94022,2013762264.75494,2771,614071714.59802,525,0.3049375417076593,2021-2025
true_failure_t2m_ge25,high_veg,2024,0.011375582508276718,0.03013352580295922,0.04222302417899675,32808606.202738475,156672806.31281,2013762264.75494,2771,705763949.42673,754,0.3504703418963987,2021-2025
true_failure_t2m_ge25,high_veg,2025,0.006982254091287088,0.017683146878383255,0.05088415734391916,17079197.746904783,87570272.09993,2013762264.75494,2771,414491782.78825,494,0.2058295510064544,2021-2025
true_failure_t2m_ge25,low_veg,2003,0.0069298383299325065,0.017148014440433214,0.04043321299638989,6279321.973271304,42515991.09377,756162849.15981,2770,155356007.64609,493,0.20545310817466061,2003-2008
true_failure_t2m_ge25,low_veg,2004,0.008154135928425678,0.01768953068592058,0.032129963898916966,8147565.897146522,26164313.40434,756162849.15981,2770,180450119.75945,559,0.23863922957859182,2003-2008
true_failure_t2m_ge25,low_veg,2005,0.00828755297441532,0.021660649819494584,0.0368231046931408,7956169.969516522,55348872.13448,756162849.15981,2770,186825632.08508,593,0.24707063074133606,2003-2008
true_failure_t2m_ge25,low_veg,2006,0.007110343745094961,0.01444043321299639,0.022382671480144403,7327522.0945715215,25009689.93111,756162849.15981,2770,180877882.74294,565,0.23920493177351626,2003-2008
true_failure_t2m_ge25,low_veg,2007,0.0056819965468529274,0.011010830324909748,0.032490974729241874,4880395.510684783,21309399.20063,756162849.15981,2770,137232038.18281,454,0.18148476658869409,2003-2008
true_failure_t2m_ge25,low_veg,2008,0.0033197300266834093,0.009205776173285198,0.025631768953068592,3511152.997327609,38881345.192660004,756162849.15981,2770,127556176.84854,332,0.16868876458327808,2003-2008
true_failure_t2m_ge25,low_veg,2009,0.009237168419400407,0.024729241877256315,0.030685920577617327,7381787.743288478,24815971.69244,756162849.15981,2770,185079878.70888,675,0.24476193046845207,other
true_failure_t2m_ge25,low_veg,2010,0.008577931250981007,0.023104693140794223,0.05162454873646209,7387742.114057608,54138917.47017,756162849.15981,2770,158406656.08731,588,0.20948748839396075,other
true_failure_t2m_ge25,low_veg,2011,0.004033903625804427,0.008664259927797834,0.03285198555956679,3324077.381390217,20840141.79156,756162849.15981,2770,107751503.53832,349,0.14249774854456973,other
true_failure_t2m_ge25,low_veg,2012,0.005964526761889814,0.01895306859205776,0.024909747292418773,4563916.289607826,17270079.17027,756162849.15981,2770,118168067.49411,445,0.15627330491759717,other
true_failure_t2m_ge25,low_veg,2013,0.006137184115523466,0.020938628158844765,0.030685920577617327,4440915.1052745655,16638313.3989,756162849.15981,2770,112691403.76297,451,0.14903060086618117,other
true_failure_t2m_ge25,low_veg,2014,0.007777428975043164,0.019675090252707583,0.032490974729241874,7926308.283358696,36925730.48907,756162849.15981,2770,165832896.30284,545,0.21930844194091362,other
true_failure_t2m_ge25,low_veg,2015,0.009221472296342802,0.02418772563176895,0.0332129963898917,10460647.864793044,41802946.295260005,756162849.15981,2770,222613325.36673,607,0.29439865448835634,2015-2020
true_failure_t2m_ge25,low_veg,2016,0.008059959190080051,0.020216606498194945,0.04115523465703971,9106974.19524587,42564300.07984,756162849.15981,2770,214872887.56936,555,0.2841621851802297,2015-2020
true_failure_t2m_ge25,low_veg,2017,0.006419714330560351,0.016967509025270756,0.04043321299638989,4565599.760866305,24116326.51738,756162849.15981,2770,134724066.59128,524,0.17816805829719753,2015-2020
true_failure_t2m_ge25,low_veg,2018,0.008264008789828912,0.019855595667870037,0.034657039711191336,7413859.785499131,22853438.77879,756162849.15981,2770,182349739.1239,636,0.24115141245898686,2015-2020
true_failure_t2m_ge25,low_veg,2019,0.010995134201852141,0.024368231046931407,0.05270758122743682,9910990.154573044,48266469.008200005,756162849.15981,2770,211741061.18621,710,0.28002044985611285,2015-2020
true_failure_t2m_ge25,low_veg,2020,0.009566787003610107,0.019314079422382672,0.03537906137184116,9207433.981330652,35043319.43064,756162849.15981,2770,173070689.50812,599,0.22888018063889656,2015-2020
true_failure_t2m_ge25,low_veg,2021,0.009284256788573223,0.02256317689530686,0.03754512635379061,9264878.298086522,34577977.09871,756162849.15981,2770,232802112.57627,643,0.30787298375600153,2021-2025
true_failure_t2m_ge25,low_veg,2022,0.010673363679171243,0.026895306859205777,0.06787003610108304,8649012.997221086,36381900.80888,756162849.15981,2770,212044145.56632,736,0.2804212687808283,2021-2025
true_failure_t2m_ge25,low_veg,2023,0.013498665829540105,0.030505415162454877,0.06750902527075812,13037732.500797827,56865757.98755,756162849.15981,2770,267482579.33383,811,0.3537367375705327,2021-2025
true_failure_t2m_ge25,low_veg,2024,0.017328519855595668,0.04043321299638989,0.054873646209386284,17453622.03474826,44644898.25679,756162849.15981,2770,278668700.65358,956,0.3685300077400196,2021-2025
