uc_id,day_valid_frac_core,day_valid_frac_ring10_20,night_valid_frac_core,night_valid_frac_ring10_20,retain_day_fullperiod,retain_night_fullperiod,retain_either_fullperiod
9319,0.8676748582230623,0.9262759924385633,0.8695652173913043,0.9262759924385633,True,True,True
9323,0.8147448015122873,0.945179584120983,0.8147448015122873,0.941398865784499,True,True,True
9325,0.667296786389414,0.8676748582230623,0.6956521739130435,0.8846880907372401,True,True,True
9329,0.8695652173913043,0.9130434782608695,0.9234404536862004,0.9499054820415879,True,True,True
9330,0.7920604914933838,0.7438563327032136,0.7438563327032136,0.6975425330812854,True,True,True
9331,0.3799621928166352,0.8005671077504726,0.3780718336483932,0.8081285444234405,False,False,False
9333,0.8487712665406427,0.9706994328922496,0.8563327032136105,0.9848771266540642,True,True,True
9335,0.7618147448015122,0.9130434782608695,0.8185255198487713,0.9480151228733459,True,True,True
9336,0.6550094517958412,0.7051039697542533,0.6049149338374291,0.6219281663516069,True,True,True
9337,0.8440453686200378,0.9612476370510397,0.9092627599243857,0.9877126654064272,True,True,True
9338,0.7155009451795841,0.6294896030245747,0.6587901701323251,0.5756143667296786,True,True,True
9341,0.6862003780718336,0.9848771266540642,0.6436672967863895,0.9763705103969754,True,True,True
9343,0.8213610586011342,0.9366729678638941,0.8790170132325141,0.9744801512287334,True,True,True
9347,0.8752362948960303,0.9546313799621928,0.9035916824196597,0.9725897920604915,True,True,True
9350,0.6918714555765595,0.7722117202268431,0.5368620037807184,0.6247637051039697,True,True,True
9351,0.832703213610586,0.9168241965973535,0.8544423440453687,0.9366729678638941,True,True,True
9352,0.7637051039697542,0.9527410207939508,0.6550094517958412,0.7315689981096408,True,True,True
9353,0.7268431001890359,0.9120982986767486,0.7618147448015122,0.94234404536862,True,True,True
9355,0.7986767485822306,0.9092627599243857,0.8147448015122873,0.9338374291115312,True,True,True
9358,0.6597353497164461,0.8440453686200378,0.5652173913043478,0.6833648393194707,True,True,True
9359,0.8364839319470699,0.9168241965973535,0.9035916824196597,0.9612476370510397,True,True,True
9360,0.6531190926275993,0.8979206049149339,0.5708884688090737,0.7060491493383743,True,True,True
9365,0.8553875236294896,0.9593572778827977,0.8818525519848771,0.9829867674858223,True,True,True
9367,0.43761814744801514,0.8185255198487713,0.43005671077504726,0.8251417769376181,False,False,False
9369,0.7570888468809074,0.9310018903591682,0.8062381852551985,0.9574669187145558,True,True,True
9371,0.7022684310018904,0.8979206049149339,0.7296786389413988,0.9234404536862004,True,True,True
9372,0.667296786389414,0.7457466918714556,0.6304347826086957,0.7013232514177694,True,True,True
9373,0.7523629489603024,0.94234404536862,0.8175803402646503,0.9858223062381852,True,True,True
9377,0.8695652173913043,0.9706994328922496,0.9149338374291115,0.9858223062381852,True,True,True
9379,0.8402646502835539,0.9574669187145558,0.9083175803402647,0.9735349716446124,True,True,True
938,0.9896030245746692,0.998109640831758,0.9905482041587902,0.997164461247637,True,True,True
9380,0.6795841209829868,0.9395085066162571,0.5784499054820416,0.7155009451795841,True,True,True
9381,0.7637051039697542,0.9083175803402647,0.7948960302457467,0.946124763705104,True,True,True
9382,0.666351606805293,0.8629489603024575,0.5661625708884688,0.6890359168241966,True,True,True
9383,0.3950850661625709,0.7589792060491494,0.41871455576559546,0.7646502835538752,False,False,False
9385,0.9017013232514177,0.9612476370510397,0.9366729678638941,0.9801512287334594,True,True,True
9386,0.9716446124763705,0.9659735349716446,0.7466918714555766,0.7551984877126654,True,True,True
